id,grade,unit,unit_label,question,choice1,choice2,choice3,choice4,answer
538,2,physics,物理,直列回路で、電源の電流が I、各電球に I₁・I₂ が流れるとき、関係式はどれか。,I＝I₁＋I₂,I＝I₁＝I₂,I＜I₁＋I₂,I＞I₁＋I₂,2
539,2,physics,物理,直列回路で、電源の電圧が V、各電球に V₁・V₂ が加わるとき、関係式はどれか。,V＝V₁＝V₂,V＝V₁×V₂,V＝V₁＋V₂,V＜V₁＋V₂,3
540,2,physics,物理,並列回路で、電源の電流が I、各電球に I₁・I₂ が流れるとき、関係式はどれか。,I＝I₁＋I₂,I＝I₁＝I₂,I＜I₁＋I₂,I＞I₁＋I₂,1
541,2,physics,物理,並列回路で、電源の電圧が V、各電球に V₁・V₂ が加わるとき、関係式はどれか。,V＝V₁＋V₂,V＝V₁×V₂,V＝V₁＝V₂,V＜V₁＋V₂,3
542,2,physics,物理,電気器具を記号で表したものは何か。,回路図,電気用図記号,電気記号,回路記号,2
543,2,physics,物理,電気用図記号で表された図を何というか。,電力図,実体配線図,回路図,記号配線図,3
544,2,physics,物理,実物の形に近い状態で回路を表した図を何というか。,電力図,実体配線図,実体回路図,記号配線図,2
545,2,physics,物理,電流の流れにくさを何というか。,絶縁,電圧,抵抗,不導体,3
546,2,physics,物理,抵抗の単位はどれか。,A,V,W,Ω,4
547,2,physics,物理,Ωの読み方は。,オーム,ワット,オメガ,オース,1
548,2,physics,物理,オームの法則を表す式として正しいものはどれか。（電圧：V　電流：I　抵抗：R）,I =R ÷ V,V = I ÷ R,V = I × R,R = I ÷ V,3
549,2,physics,物理,抵抗の値が大きいほど、電流はどうなるか。,大きくなる,小さくなる,大きくも小さくもなる,常に同じになる（一定である）,2
550,2,physics,物理,太い電熱線と細い電熱線では、抵抗の大きさが小さいのはどちらか。,太い電熱線,細い電熱線,どちらも同じ,太さの影響で抵抗の大きさは決まらない,1
551,2,physics,物理,電流が流れやすい物質を何というか。,絶縁体,抵抗体,導体,不導体,3
552,2,physics,物理,直列回路における全体の抵抗の求め方はどれか。,各抵抗の値の平均値,各抵抗の値の和,各抵抗も値の差,一番大きい抵抗の値,2
553,2,physics,物理,並列回路における全体の抵抗の特徴として正しいものはどれか。,各抵抗の値より小さい,各抵抗の値と同じ,各抵抗の値より大きい,常に一定,1
554,2,physics,物理,電圧と電流の関係をグラフに表すとき、どんなグラフになるか。,放物線,原点を通る直線,曲がった線,原点を通らない直線,2
555,2,physics,物理,電熱線が長いほど、抵抗の大きさはどうなるか。,小さくなる,変わらない,大きくなる,長さの影響で抵抗の大きさは決まらない,3
556,2,physics,物理,電熱線の断面積と抵抗の大きさの関係はどれか。,比例関係,関係はない,反比例する,2乗に比例する,3
557,2,physics,物理,ガラスやゴムなど、電気をほとんど通さない物質は何か。,導体,半導体,絶対体,不導体（絶縁体）,4
558,2,physics,物理,導体と不導体の中間の性質をもつ物質は何か。,金属,半導体,伝導体,超伝導体,2
559,2,physics,物理,半導体の使用例として正しいものはどれか。,モーター,電池,発光ダイオード,ヒューズ,3
560,2,physics,物理,半導体の代表的な物質はどれか。,ニクロム,タングステン,アルミニウム,ケイ素,4
561,2,physics,物理,回路全体の抵抗のことを何というか。,総合抵抗,合体抵抗,合成抵抗,全体抵抗,3
562,2,physics,物理,直列回路で、回路全体の抵抗Rと各抵抗R₁・R₂との関係は？,R=R₁×R₂,R=R₁÷R₂,R=R₁+R₂,R=1/R₁+1/R₂,3
563,2,physics,物理,並列回路で、全体の抵抗Rと各抵抗R₁・R₂の関係式はどれか。,R=R₁+R₂,R=1/R₁+1/R₂,1/R=1/R₁+1/R₂,1/R=R₁×R₂,3
564,2,physics,物理,並列回路で、全体の抵抗Rと各抵抗R₁・R₂の関係式はどれか。,R=(R₁×R₂)/(R₁+R₂),R=1/R₁+1/R₂,R=√(R₁²+R₂²),R=R₁/R₂,1
565,2,physics,物理,電圧・電流・抵抗の関係を表す法則として正しいものはどれか。,ジュールの法則,ニュートンの法則,オームの法則,フックの法則,3
566,2,physics,物理,1秒間に消費される電気のエネルギーの量を何というか。,電力,ワット,電力量,電流量,1
567,2,physics,物理,電力の単位はどれか。,J,W,H,P,2
568,2,physics,物理,電力量の単位はどれか。,J,W,H,P,1
569,2,physics,物理,1Whは何Jに相当するか。,36J,360J,3600J,36000J,3
570,2,physics,物理,静電気がたまって一気に流れる現象を何というか。,漏電,放射,放電,伝導,3
571,2,physics,物理,電子はどのように流れるか。,＋極から－極に流れる,－極から＋極に流れる,＋極から＋極に流れる,－極から－極に流れる,2
572,2,physics,物理,電子線（陰極線）が磁界の中を通るとどうなるか。,まっすぐ進む,直進して止まる,曲がる,消滅する,3
573,2,physics,物理,電気が熱や光、音などを発生させる能力を何というか。,雷エネルギー,電圧エネルギー,電気エネルギー,熱エネルギー,3
574,2,physics,物理,他の物体を動かす能力を何というか。,力,エネルギー,能率,力学,2
575,2,physics,物理,電力の単位Wは何というか。,ウィン,ウォン,ウィット,ワット,4
576,2,physics,物理,電力P、電圧V、電流Iの関係式は？,P=I÷V,P=V÷I,P=V×I,P=I+V,3
577,2,physics,物理,「100V-300W」のような電力の表示を何というか。,出力電圧,消費電力,熱量表示,負荷表示,2
578,2,physics,物理,電流を流すことで発生する熱の量を何というか。,発熱値,熱量,熱伝導値,電熱量,2
579,2,physics,物理,熱量は別名で何といわれるか。,消費熱,電気熱,電力熱,ジュール熱,4
580,2,physics,物理,熱量の単位はどれか。,W,E,J,Ju,3
581,2,physics,物理,熱量Q、電力P、時間tの関係式は？,Q－P=t,Q=P×t,Q=P÷t,P=Q×t,2
582,2,physics,物理,熱量が電力と時間に比例する法則を何というか。,ジュールの法則,ニュートンの法則,オームの法則,フックの法則,1
583,2,physics,物理,1gの水を1℃上昇させるのに必要な熱量は？,約0.42J,約2.4J,約4.2J,約24J,3
584,2,physics,物理,水100gを5℃上昇させるのに必要な熱量を求める式は？,4.2÷100×5,4.2×100×5,100÷5×4.2,100×5÷4.2,2
585,2,physics,物理,一定時間に消費される電気エネルギーの総量を何というか。,消費量,電力,電力量,ワット量,3
586,2,physics,物理,電力量や熱量の単位であるJは何と呼ばれるか。,ジェール,ジョール,ジュール,ヤット,3
587,2,physics,物理,1kWhは何Jか。,360J,3600J,360000J,3600000J,4
588,2,physics,物理,1kWは何Wか。,10W,100W,1000W,10000W,3
589,2,physics,物理,「100V-400W」の器具に100Vの電圧を加えたときの電流は？,2A,4A,40A,40000A,2
590,2,physics,物理,「100V-400W」の器具の抵抗は何Ωか。,10Ω,20Ω,25Ω,40Ω,3
591,2,physics,物理,「100V-400W」の器具に50Vの電圧を加えたときの電力は？,50W,100W,200W,400W,2
592,2,physics,物理,「100V-200W」と「100V-400W」の電気器具に100Vを加えたとき、どちらがよくはたらくか。,「100V-200W」の電気器具,「100V-400W」の電気器具,どちらも同じ,判断することはできない,2
593,2,physics,物理,2種類の物体をこすり合わせると生じる電気を何というか。,小電気,摩擦電気,静電気,電磁気,3
594,2,physics,物理,物体が電気をためることを何というか。,保持,帯電,放電,電導,2
595,2,physics,物理,同じ種類の電気が反発し、異なる種類の電気が引き合う力を何というか。,磁力,電磁力,磁力,静電気力,4
596,2,physics,物理,放電現象の例として正しいものはどれか。,風,雷,花火,振動,2
597,2,physics,物理,気圧を低くした空間で電流が流れる現象を何というか。,絶縁現象,低気圧放電,真空放電,帯電作用,3
598,2,physics,物理,真空放電を利用した機器の例として正しいものはどれか。,電子レンジ,発光ダイオード,蛍光灯,発電機,3
599,2,physics,物理,真空放電で、－極から出て蛍光板を光らせるものは何か。,陽子線（陽極線）,電流線（蛍光線）,放電線（真空線）,電子線（陰極線）,4
600,2,physics,物理,電子線やX線、アルファ線などをまとめて何というか。,電磁波,電気線,放射線,光線,3
601,2,physics,物理,放射線の性質として正しいものはどれか。,光を発する性質（発光性）,熱を発する性質（発熱性）,電磁波を発生させる性質（発電磁波性）,物質を通り抜ける性質（透過性）,4
602,2,physics,物理,放射線にはどんな能力があるか。,光を生み出す能力,物質の性質を変える能力,磁力をためる能力,物質同士を引き合わせる能力,2
603,2,physics,物理,放射線を出す物質を何というか。,放射物質,放射物,放射性物質,放射体,3
604,2,physics,物理,放射線を出す能力を何というか。,放射性,放射能,放射力,放射能力,2
605,2,physics,物理,X線を発見した人物は誰か。,トーマス・エジソン（アメリカ）,アイザック・ニュートン（イギリス）,アルベルト・アインシュタイン（ドイツ）,ヴィルヘルム・レントゲン（ドイツ）,4
606,2,physics,物理,電流と電子の流れの向きについて正しいものはどれか。,電流と電子の向きは同じである,電子の流れは一定でない,電流と電子の向きは逆である,電流と電子の流れる向きは互いに影響しない,3
607,2,physics,物理,棒磁石のまわりにできる磁力の向きを表すものは何か。,磁気線,磁力線,電力線,電子線,2
608,2,physics,物理,磁力線が間隔せまく集中しているところは、磁界の強さはどうなるか。,強くなる,弱くなる,強くなったり、弱くなったりする,変わらない,1
609,2,physics,物理,導線に電流を流すと、そのまわりに何ができるか。,静電気,電界,磁界,熱,3
610,2,physics,物理,電流の向きが逆になると、磁界の向きはどうなるか。,変わらない,弱くなる,強くなる,逆になる,4
611,2,physics,物理,コイルの磁界を強くする方法として正しいものはどれか。,電流を小さくする,コイルの巻き数を減らす,コイルに鉄しんを入れる,導線を短くする,3
612,2,physics,物理,直線の導線に電流を流したとき、まわりにできる磁界の形は何か。,放射状,直線状,同心円,波形,3
613,2,physics,物理,コイルの内側と外側の磁界の向きの関係として正しいものはどれか。,同じ向き,逆向き,特に関係はない,垂直に交わる,2
614,2,physics,物理,磁力線の出発点と終点として正しいものはどれか。,N極から出てS極に入る,S極から出てN極に入る,N極からN極に入る,S極からS極に出る,1
615,2,physics,物理,磁石による力を何というか。,静電気緑,電磁力,磁力,磁気,3
616,2,physics,物理,磁力のはたらく空間を何というか。,電場,磁界,力場,磁域,2
617,2,physics,物理,磁界は他に何というか。,磁力帯,電気界,磁場,磁流圏,3
618,2,physics,物理,磁界の向きは方位磁針の磁針の何で決まるか。,N極が指す向き,S極が指す向き,中心点,軸の回転方向,1
619,2,physics,物理,地球を大きな磁石としたとき、北極は何極になるか。,N極,S極,判定できない,N極になるときもS極になるときもある,2
620,2,physics,物理,直線状の導線に電流を流したとき、電流の向きと磁界の向きを考えるために使うのはどれか。,左ねじ,ものさし,右ねじ,左手,3
621,2,physics,物理,1本の導線を輪にし、何回も巻いたものを何というか。,リング,輪重,コイル,輪導線,3
622,2,physics,物理,コイルのまわりの磁界の向きは、右手の親指を磁界の向きとしたとき、残りの4本の指先は何を表すか。,電圧の向き,他の磁界の向き,電流の向き,何も表さない,3
623,2,physics,物理,コイルの磁界を強くする方法として正しくないものはどれか。,電流を大きくする,コイルの巻き数を増やす,鉄心を入れる,導線を細くする,4
624,2,physics,物理,コイルに鉄心を入れたものを何というか。,コイル,電気磁石,電磁石,鉄心コイル,3
625,2,physics,物理,電流が磁界から受ける力の向きは何を使って調べることができるか。,フレミングの左手の法則,オームの法則,フレミングの右手の法則,ジュールの法則,1
626,2,physics,物理,フレミングの左手の法則で「磁界の向き」を表す指はどれか。,親指,人差し指,中指,薬指,2
627,2,physics,物理,モーターが回転を続けるために行っている工夫はどれか。,磁界からの影響を受けたり受けなかったりしている,磁界の向きを繰り返し変えている,電流の向きを自動で切りかえる,電流の大きさを変化させている,3
628,2,physics,物理,電磁誘導とはどんな現象か。,電流が流れると磁界ができる現象,磁石を近づけたときにコイルに電流が流れる現象,熱で電流が流れる現象,コイルにが自然に電流が流れる現象,2
629,2,physics,物理,誘導電流が流れない場合の磁石の条件は何か。,磁石を近づける,磁石を遠ざける,磁石を止める,磁石を速く動かす,3
630,2,physics,物理,誘導電流の大きさを大きくする方法はどれか。,コイルを細くする,コイルを短くする,磁石をゆっくり動かす,磁石を速く動かす,4
631,2,physics,物理,発電機のしくみとして正しいものはどれか。,磁石の代わりに電池を使う,電流の代わりに光を使う,コイルの中の磁界を変化させる,磁石を静止させておく,3
632,2,physics,物理,直流と交流の違いとして正しいものはどれか。,電圧が変化しない,電流の向きが一定か周期的に変わるか,抵抗が変わるかどうか,発熱の量が違う,2
633,2,physics,物理,家庭のコンセントから得られる電流はどれか。,直流,交直流,交流,直流と交流が交互に得られる,3
634,2,physics,物理,電流が磁界から受ける力は、電流の向きと磁界の向きの両方に対して、どんな向きか。,平行,逆向き,垂直,同じ向き,3
635,2,physics,物理,フレミングの左手の法則で「電流の向き」を表す指はどれか。,親指,人差し指,中指,薬指,3
636,2,physics,物理,フレミングの左手の法則で「力の向き」を表す指はどれか。,親指,人差し指,中指,小指,1
637,2,physics,物理,電流が磁界から受ける力を利用しているものとして、モーター以外に当てはまるものはどれか。,電磁石,発光ダイオード,スピーカー,蛍光灯,3
638,2,physics,物理,モーターは別名で何と呼ばれるか。,発電機,電動機,電導機,ギア,2
639,2,physics,物理,モーターのしくみで、電流の向きを自動的に切り替えるために使われているのは、ブラシと何か。,ギア,整流子,コイル,導線,2
640,2,physics,物理,モーターにおける整流子の役割は何か。,電気をためる,モーターの回転スピードを上げる,半回転ごとに電流の向きを逆にする,１回転ごとに電流の向きを逆にする,3
641,2,physics,物理,電流が磁界から受ける力の向きを逆にするには、どうすればよいか。,外部から逆向きの力を加える,磁界の向きを変えるか電流の向きを変える,磁界の強い磁石に変える,抵抗の大きい電熱線を使う,2
642,2,physics,物理,電流と磁界の向きの両方を逆にしたとき、電流が磁界から受ける力の向きはどうなるか。,逆になる,力を受けなくなる,分からない,変わらない,4
643,2,physics,物理,電流が磁界から受ける力の大きさを大きくするには、どうすればよいか。,抵抗を大きくする,電流を小さくする,電流を大きくする,磁力の弱い磁石に変える,3
644,2,physics,物理,コイルの中の磁界が変化すると、コイルに電流が流れる現象を何というか。,電磁現象,静電誘導,電磁誘導,交流現象,3
645,2,physics,物理,電磁誘導によって流れる電流を何というか。,流動電流,誘導電流,磁界電流,電磁誘導電流,2
646,2,physics,物理,電磁誘導を利用したものの例として正しいものはどれか。,ICカード,モーター,方位磁石,スピーカー,1
647,2,physics,物理,誘導電流を大きくする方法として誤っているものはどれか。,磁力の強い磁石を使う,コイルの巻き数を増やす,磁石を速く動かす,コイルを細くする,4
648,2,physics,物理,電流を検出するために使う計測器はどれか。,電流計,電圧計,検流計,気圧計,3
649,2,physics,物理,検流計の－端子に電流が流れ込むと、針はどうなるか。,右に振れる,左に振れる,検流計が壊れる,動かない,2
650,2,physics,物理,電磁誘導で発生する電流を検知するために検流計以外に使えるものはどれか。,磁石,気圧計,発光ダイオード,方位磁石,3
651,2,physics,物理,発光ダイオードの性質として正しいものはどれか。,電流をどの向きに流しても光る,電流を逆に流すと明るくなる,一方向にしか電流を流さない,電圧が高いほど色が変わる,3
652,2,physics,物理,交流の1秒あたりの周期（電流の向きの変化）の回数を何というか。,周回数,周波数,波数,回転数,2
653,2,physics,物理,交流の周波数の単位は何か。,V,W,H,Hz,4
654,2,physics,物理,東日本の交流の周波数は何Hzか。,30Hz,40Hz,50Hz,60Hz,3
655,2,physics,物理,西日本の交流の周波数は何Hzか。,30Hz,40Hz,50Hz,60Hz,4
656,2,physics,物理,交流の利点として、電圧を簡単に変えられることがある。この利点を利用したものは何か。,気圧計,電子レンジ,変圧器,太陽電池,3
657,2,physics,物理,コイルの中の磁石を連続的に回転させ、電磁誘導を起こし、誘導電流を得るものは何か。,発電機,電動機,検流計,モーター,1
658,2,physics,物理,電磁誘導の実験で、コイルに棒磁石を近づけると検流計の針は左に振れた。このとき、針を右に振れるようにするにはどうしたらよいか。,より磁力の強い棒磁石に変えてコイルに近づける,棒磁石をコイルから遠ざける,棒磁石を静止させる,コイルの巻き数を増やす,2
659,2,physics,物理,直流を英語で何と書くか。,DC,CD,CA,AC,1
660,2,physics,物理,交流を英語で何と書くか。,DC,CD,CA,AC,4
661,2,chemistry,化学,化学変化（化学反応）とは何か。,ものの色が変わる変化,もとの物質と異なる物質ができる変化,液体から気体への変化,融解や沸騰による変化,2
662,2,chemistry,化学,熱分解は次のどれにあたるか。,周期変化,化学変化,状態変化,形状現象,2
663,2,chemistry,化学,二酸化炭素が発生したことを確かめる試薬はどれか。,フェノールフタレイン溶液,石灰水,ベネジクト液,塩化コバルト紙,2
664,2,chemistry,化学,炭酸水素ナトリウムを熱分解したときに残る白い物質はどれか。,塩化ナトリウム,炭酸ナトリウム,酸化ナトリウム,ナトリウム,2
665,2,chemistry,化学,炭酸水素ナトリウムの熱分解で発生する気体はどれか。,水素,窒素,酸素,二酸化炭素,4
666,2,chemistry,化学,炭酸水素ナトリウムを加熱したとき、試験管の口に水滴がつくのはなぜか。,水蒸気が水滴となったから,水が発生したから,加熱が不十分だから,冷却が速すぎたから,2
667,2,chemistry,化学,フェノールフタレイン溶液はアルカリ性になると何色になるか。,無色,赤色,青色,黄色,2
668,2,chemistry,化学,炭酸ナトリウムの水溶液はどのような性質をもつか。,酸性,中性,アルカリ性,性質はない,3
669,2,chemistry,化学,酸化銀を加熱したときにできる金属は何か。,鉄,ナトリウム,銀,アルミニウム,3
670,2,chemistry,化学,酸化銀を加熱したときに発生する気体は何か。,水素,酸素,二酸化炭素,アンモニア,2
671,2,chemistry,化学,銀の特徴として正しいものはどれか。,みがくと光沢が出る,電気を通さない,手でちぎれる,非金属である,1
672,2,chemistry,化学,水を加熱するだけでは分解しないが、電流を流すことで分解できる。この分解を何というか。,熱分解,加水分解,電気分解,光分解,3
673,2,chemistry,化学,水の電気分解で、陰極に発生する気体はどれか。,酸素,水素,二酸化炭素,アンモニア,2
674,2,chemistry,化学,水の電気分解で、陽極に発生する気体はどれか。,酸素,水素,二酸化炭素,アンモニア,1
675,2,chemistry,化学,水の電気分解で発生する気体の体積の比（水素：酸素）はどうか。,2：1,1：1,1：2,3：2,1
676,2,chemistry,化学,水素の確認方法はどれか。,刺激臭であることを確認,石灰水に加えて混ぜ、白く濁ることを確認,火のついたマッチを近づけ、ポンと音を出して燃えることを確認,火のついた線香を近づけ、炎をあげて燃えることを確認,3
677,2,chemistry,化学,酸素の確認方法はどれか。,刺激臭であることを確認,石灰水に加えて混ぜ、白く濁ることを確認,火のついたマッチを近づけ、ポンと音を出して燃えることを確認,火のついた線香を近づけ、炎をあげて燃えることを確認,4
678,2,chemistry,化学,塩化銅水溶液の電気分解で陰極に発生するものはどれか。,塩素,水素,酸素,銅,4
679,2,chemistry,化学,塩化銅水溶液の電気分解で陽極に発生するものはどれか。,塩素,水素,酸素,銅,1
680,2,chemistry,化学,水を電気分解する代わりに、ある水溶液で代用する。その液体は何か。,うすい砂糖水,うすい水酸化ナトリウム水溶液,精製水,純粋な水,2
681,2,chemistry,化学,水の電気分解で水酸化ナトリウム水溶液を使う理由として最も適切なものはどれか。,透明度が上がるため,電気を通しやすくするため,温度が上がるから,色が変わるから,2
682,2,chemistry,化学,水の電気分解に使う装置として適切なものはどれか。,三角フラスコと試験管,2つの試験管,H字型電気分解装置,乾電池とビーカー,3
683,2,chemistry,化学,塩化銅水溶液の電気分解で発生する塩素を確認する方法は？,無臭であることを確認,石灰水に加えて混ぜ、白く濁ることを確認,赤インクをたらし、色が消えるか確認,火のついた線香を近づけ、炎をあげて燃えることを確認,3
684,2,chemistry,化学,塩化銅水溶液の電気分解で陰極に付着する銅の色は？,茶色,赤色（赤褐色）,黒色,黄色,2
685,2,chemistry,化学,塩素の性質として誤っているものはどれか。,黄緑色の気体である,水に溶けてアルカリ性を示す,刺激臭である,漂白作用がある,2
686,2,chemistry,化学,塩素の性質として誤っているものはどれか。,水に溶けやすい,殺菌作用がある,無色の気体である,脱色作用がある,3
687,2,chemistry,化学,次のうち「単体」にあてはまるものはどれか。,水,酸素,食塩,炭酸水素ナトリウム,2
688,2,chemistry,化学,単体の例として正しいものはどれか。,H₂O,NaCl,Cu,CO₂,3
689,2,chemistry,化学,次のうち「化合物」にあてはまるものはどれか。,酸素,水,銅,鉄,2
690,2,chemistry,化学,化合物の例として正しいものはどれか。,酸素,銅,炭酸水素ナトリウム,アルミニウム,3
691,2,chemistry,化学,「分解」とはどのような変化か。,1つの物質がいくつかに分かれる化学変化,見た目が変わる変化,溶ける変化,加熱しても変化しない変化,1
692,2,chemistry,化学,炭酸水素ナトリウムの熱分解で水が発生したことを確認するために用いるものは何か。,BTB溶液,フェノールフタレイン溶液,塩化コバルト紙,リトマス紙,3
693,2,chemistry,化学,塩化コバルト紙は何色から何色に変化すると水だと確認できるか。,赤色から青色,青色から赤色,白色から赤色,白色から青色,2
694,2,chemistry,化学,炭酸水素ナトリウム水溶液の熱分解の実験上の注意として誤っているものはどれか。,加熱している試験管の口を水につける,はじめに出てくる気体は集めない,ガラス管を液体から取り出してから加熱をやめる,試験管の口を下に向けて加熱する,1
695,2,chemistry,化学,炭酸水素ナトリウム水溶液の熱分解の実験で、試験管の口を底より下げて加熱する理由は？,発生した液体が試験管の底に流れ、想定しない化学変化が起きるのを防ぐため,発生した液体が試験管の底（加熱部）に流れ、試験管が割れるのを防ぐため,熱分解を効率的に行うため,発生した気体が試験管の外へ移動しやすくするため,2
696,2,chemistry,化学,炭酸水素ナトリウム水溶液の熱分解の実験で、はじめに出てくる気体を集めない理由は？,実験器具内の空気が混ざっているから,においが強いから,はじめに出てくる気体は想定しない化学物質を含んでいる可能性があるから,水蒸気を多く含んでいるから,1
697,2,chemistry,化学,炭酸水素ナトリウム水溶液の熱分解の実験終了後、水槽からガラス管を抜いてから加熱を止める理由は？,試験管が早く冷えるから,水が試験管に逆流しないようにするため,実験器具を効率的に片づけられるため,気体を集め過ぎないようにするため,2
698,2,chemistry,化学,炭酸ナトリウムと炭酸水素ナトリウムの違いとして誤っている組はどれか。,フェノールフタレイン溶液の色について、炭酸水素ナトリウムはうすい赤色、炭酸ナトリウムは濃い赤色を示す,水の溶け方について、炭酸水素ナトリウムは少し溶け、炭酸ナトリウムはよく溶ける,アルカリ性の強さについて、炭酸水素ナトリウムは弱いアルカリ性、炭酸ナトリウムは強いアルカリ性を示す,固体の色について、炭酸水素ナトリウムは黒色で、炭酸ナトリウムは白色である,4
699,2,chemistry,化学,ベーキングパウダーの主成分で、重そうとも呼ばれる物質はどれか。,炭酸水素ナトリウム,炭酸ナトリウム,食塩,塩化銅,1
700,2,chemistry,化学,塩化銅水溶液の色は何色か。,赤色,青色,黄色,茶色,2
701,2,chemistry,化学,塩化銅水溶液の電気分解により、水溶液の色はどうなるか。,赤色がうすくなる,青色がうすくなる,赤色が濃くなる,青色が濃くなる,2
702,2,chemistry,化学,原子の性質として正しいものはどれか。,種類によらず、大きさや質量は同じ,他の原子に変わる,それ以上分けられない,なくなったり、新しくできたりする,3
703,2,chemistry,化学,元素とは何か。,それ以上分けられない小さな粒子,分子の集まり,原子の種類,物質の性質を表す最小の単位,3
704,2,chemistry,化学,ナトリウムの元素記号はどれか。,nA,Na,NA,na,2
705,2,chemistry,化学,鉄の元素記号はどれか。,Fe,Ir,F,Fr,1
706,2,chemistry,化学,分子とは何か。,原子が1つある粒子,いくつかの原子が結びついた粒子,原子の中にある粒子,元素をまとめたもの,2
707,2,chemistry,化学,化合物の分子の例として適切なものはどれか。,酸素,水,銅,水素,2
708,2,chemistry,化学,化学式H₂Oで表されるものはどれか。,二酸化炭素,酸素,水,水素,3
709,2,chemistry,化学,塩化ナトリウムの化学式はどれか。,ClNa,NCl,NaCl,HCl,3
710,2,chemistry,化学,元素記号と数字を使って物質を表した式を何というか。,分子式,構造式,化学式,元素表,3
711,2,chemistry,化学,分子をつくらない物質の例として正しいものはどれか。,水,アンモニア,酸素,銅,4
712,2,chemistry,化学,1種類の原子からできている分子は何か。,化合物,元素,単体,混合物,3
713,2,chemistry,化学,2種類以上の原子からできている分子を何というか。,化合物,元素,単体,混合物,1
714,2,chemistry,化学,分子の中で、同じ原子が2つくっついたものはどれか。,元素の分子,混合物の分子,単体の分子,化合物の分子,3
715,2,chemistry,化学,水分子H₂Oに含まれる原子は何か。,酸素原子1つ、水素原子1つ,水素原子2つ、酸素原子1つ,水素原子1つ、酸素原子2つ,水素原子3つ,2
716,2,chemistry,化学,酸素分子の化学式はどれか。,O,O₂,O₃,H₂O,2
717,2,chemistry,化学,二酸化炭素の化学式はどれか。,CO,CO₂,C₂O,CO₃,2
718,2,chemistry,化学,水素原子2個と酸素原子1個でできている分子はどれか。,O₂,H₂,H₂O,CO₂,3
719,2,chemistry,化学,元素記号の書き方として誤っているものはどれか。,酸素はO,水素はH,ナトリウムはNA,鉄はFe,3
720,2,chemistry,化学,原子という考えを最初に発表した人物は誰か。,ドルトン（イギリス）,メンデレーエフ（ロシア）,アボガドロ（イタリア）,アインシュタイン（ドイツ）,1
721,2,chemistry,化学,水素原子1個の大きさとして正しいものはどれか。,約1cmの100分の1,約1cmの1000分の1,約1cmの1万分の1,約1cmの1億分の1,4
722,2,chemistry,化学,現在知られている原子の種類は約何種類か。,約50種類,約80種類,約110種類以上,約200種類以上,3
723,2,chemistry,化学,元素を性質の似たものどうしで分類して並べた表を何というか。,元素記号表,分類表,周期表,化合物表,3
724,2,chemistry,化学,周期表を発表した人物は誰か。,ドルトン（イギリス）,メンデレーエフ（ロシア）,アボガドロ（イタリア）,アインシュタイン（ドイツ）,2
725,2,chemistry,化学,周期表で区別されているものの組み合わせとして正しいものはどれか。,酸性とアルカリ性,単体と化合物,金属と非金属,原子と分子,3
726,2,chemistry,化学,分子という考えを提唱したのは誰か。,ドルトン（イギリス）,メンデレーエフ（ロシア）,アボガドロ（イタリア）,アインシュタイン（ドイツ）,3
727,2,chemistry,化学,酸素原子のモデルを〇、水素原子のモデルを●で表すとき、〇●〇のモデルはどの物質か。,酸素,水,二酸化炭素,塩化水素,2
728,2,chemistry,化学,酸素原子のモデルを〇、炭素原子のモデルを◎で表すとき、二酸化炭素を表すモデルはどれか。,◎〇◎,〇◎〇,◎◎,〇〇,2
729,2,chemistry,化学,酸素原子のモデルを〇、銅原子のモデルを◍で表すとき、酸化銅を表すモデルはどれか。,〇◍〇,◍◍,◍〇,◍〇◍,3
730,2,chemistry,化学,水の電気分解の化学反応式として正しいものはどれか。,H₂O → H₂ + O₂,H₂O → H₂ + O,2H₂O → 2H₂ + O₂,H₂O → 2H₂ + O₂,3
731,2,chemistry,化学,硫黄と結びつく化学変化を何というか。,酸化,還元,硫化,炭化,3
732,2,chemistry,化学,鉄と硫黄を混ぜて加熱するとできる物質はどれか。,硫酸,鉄,硫化鉄,鉄粉,3
733,2,chemistry,化学,鉄と硫黄を混ぜてできた混合物に磁石を近づけたときの性質として正しいものはどれか。,鉄が引きつけられる,何も引きつけられない（反応しない）,硫黄が引きつけられる,磁石の性質を持つようになる,1
734,2,chemistry,化学,銅と硫黄を混ぜて加熱するとできる物質はどれか。,硫酸銅,硫化銅,硫黄銅,酸化銅,2
735,2,chemistry,化学,銅と硫黄を加熱してできた硫化銅の色として正しいものはどれか。,青色,白色,黒色,赤色,3
736,2,chemistry,化学,酸素と水素が反応してできる物質はどれか。,酸化水素,水,過酸化水素,水酸化物,2
737,2,chemistry,化学,水素と酸素を反応させるときの反応の特徴として正しいものはどれか。,音がなく（静かに）反応する,爆発的に反応する,熱や光を出しながら激しく反応する,においを発しながら反応する,2
738,2,chemistry,化学,マグネシウムと酸素を反応させたとき、できる物質はどれか。,酸化マグネシウム,酸化鉄,マグネシウム酸素,炭化マグネシウム,1
739,2,chemistry,化学,鉄と酸素を反応させてできる物質はどれか。,酸化鉄,硫化鉄,酸化銅,二酸化炭素,1
740,2,chemistry,化学,銅と酸素を反応させるとできる物質はどれか。,酸化マグネシウム,酸化銅,酸化鉄,酸化銀,2
741,2,chemistry,化学,銅と酸素を反応させたとき、銅の色の変化はどのようになるか。,赤色から青色,青色から赤色,赤色から黒色,黒色から赤色,3
